Supplier_ID,Fabric_Trim,Fabric_Rib,Fabric_Body,Fabric_CollarCuff,Sewing_Trims,Packing_Trims,Interlining,Threads,Color_Sets_Count,Unit_Count,Order_Value_USD,Delay_Penalty_USD_Per_Day,Shipping_Cost_USD,Order_Priority,Order_ID,Delivery_Status,Forwarder,Mill_Source
SUP-013,1500.0,755.0,3887.0,41.0,818.0,121.0,305.0,3217.0,5.0,2380.0,14280.0,142.8,2800.0,Medium,ORD-20260625-H0871,On-Time,Wanhai,Both
SUP-002,1444.0,810.0,2351.0,741.0,649.0,406.0,770.0,1972.0,6.0,4806.0,52866.0,528.66,1500.0,Medium,ORD-20260625-H0872,On-Time,Gemadept,Internal
SUP-012,713.0,534.0,4218.0,324.0,1471.0,110.0,453.0,5834.0,7.0,6360.0,89040.0,890.4,10000.0,high,ORD-20260625-H0873,On-Time,DHL,Internal
SUP-005,339.0,148.0,3310.0,943.0,2862.0,1762.0,1009.0,2194.0,9.0,8719.0,52314.0,523.14,4500.0,Critical,ORD-20260625-H0874,On-Time,ONE,Outsource
SUP-004,1341.0,854.0,2170.0,291.0,686.0,2709.0,629.0,1866.0,10.0,13300.0,146300.0,1463.0,1500.0,High,ORD-20260625-H0875,Late,Gemadept,Internal
SUP-004,,268.0,397.0,509.0,1964.0,297.0,1127.0,5539.0,4.0,10544.0,94896.0,948.96,4500.0,Medium,ORD-20260625-H0876,On-Time,ONE,Internal
SUP-010,1328.0,760.0,2826.0,855.0,251.0,2065.0,456.0,2941.0,6.0,10965.0,153510.0,1535.1,1500.0,Medium,ORD-20260625-H0877,On-Time,Gemadept,Internal
SUP-003,1426.0,858.0,1402.0,465.0,1161.0,1167.0,1458.0,4323.0,1.0,12071.0,168994.0,1689.94,4500.0,High,ORD-20260625-H0878,On-Time,ONE,internel
SUP-004,1450.0,,2235.0,951.0,2312.0,1308.0,291.0,5857.0,7.0,8088.0,97056.0,970.56,10000.0,Medium,ORD-20260625-H0879,On-Time,D.H.L,Outsource
SUP-007,904.0,759.0,677.0,297.0,1667.0,2536.0,96.0,2916.0,4.0,2509.0,,150.54,10000.0,Medium,ORD-20260625-H0880,On-Time,DHL,Internal
SUP-013,1431.0,708.0,1454.0,670.0,311.0,650.0,164.0,721.0,2.0,2862.0,22896.0,228.96,1500.0,Critical,ORD-20260625-H0881,Late,Gemadept,Outsource
SUP-012,657.0,342.0,1122.0,872.0,2673.0,1565.0,1066.0,1122.0,4.0,14920.0,89520.0,895.2,10000.0,Critical,ORD-20260625-H0882,On-Time,DHL,Internal
SUP-003,419.0,842.0,619.0,396.0,841.0,2643.0,855.0,4230.0,8.0,1151.0,11510.0,115.1,1500.0,Critical,ORD-20260625-H0883,Late,Gemadept,Both
SUP-011,1300.0,919.0,2404.0,251.0,2279.0,604.0,179.0,4404.0,2.0,2507.0,30084.0,300.84,4500.0,Medium,ORD-20260625-H0884,On-Time,ONE,Internal
SUP-006,754.0,562.0,2797.0,764.0,195.0,236.0,1228.0,5125.0,1.0,7426.0,74260.0,742.6,10000.0,Low,ORD-20260625-H0885,On-Time,D.H.L,Internal
SUP-012,1376.0,85.0,1320.0,611.0,1626.0,1088.0,1043.0,2855.0,1.0,8466.0,67728.0,677.28,4500.0,Medium,ORD-20260625-H0886,On-Time,ONE,Internal
SUP-003,875.0,737.0,3268.0,445.0,621.0,1402.0,544.0,4953.0,7.0,3697.0,36970.0,369.7,4500.0,High,ORD-20260625-H0887,On-Time,ONE,Internal
SUP-006,1054.0,,1150.0,74.0,2521.0,2311.0,131.0,1404.0,7.0,1766.0,24724.0,247.24,10000.0,medium,ORD-20260625-H0888,On-Time,DHL,Internal
SUP-010,1462.0,851.0,2536.0,988.0,1139.0,951.0,1014.0,4505.0,4.0,3419.0,27352.0,273.52,1500.0,Medium,ORD-20260625-H0889,On-Time,Gemadept,Internal
SUP-001,426.0,50.0,2443.0,822.0,1802.0,1146.0,718.0,3320.0,5.0,7076.0,106140.0,1061.4,1500.0,Low,ORD-20260625-H0890,On-Time,Gemadept,Internal
SUP-015,1022.0,904.0,2845.0,460.0,2755.0,2075.0,1098.0,1696.0,5.0,4861.0,53471.0,534.71,10000.0,High,ORD-20260625-H0891,On-Time,DHL,Outsource
SUP-003,167.0,210.0,2057.0,53.0,117.0,810.0,1407.0,4961.0,7.0,8477.0,59339.0,593.39,2800.0,High,ORD-20260625-H0892,On-Time,Wanhai_Inc,Internal
SUP-004,1078.0,597.0,4812.0,348.0,1819.0,606.0,1255.0,5068.0,3.0,10605.0,95445.0,954.45,4500.0,Medium,ORD-20260625-H0893,On-Time,ONE,internel
SUP-011,493.0,434.0,2065.0,864.0,1077.0,785.0,1247.0,528.0,5.0,4377.0,52524.0,525.24,1500.0,High,ORD-20260625-H0894,Late,Gemadept,Outsource
SUP-004,1425.0,834.0,3112.0,473.0,978.0,1633.0,858.0,5555.0,7.0,14972.0,209608.0,2096.08,10000.0,medium,ORD-20260625-H0895,On-Time,DHL,Outsource
SUP-013,804.0,766.0,3053.0,407.0,693.0,807.0,1114.0,4191.0,7.0,12226.0,110034.0,1100.34,4500.0,Critical,ORD-20260625-H0896,On-Time,ONE,Internal
SUP-004,689.0,809.0,3428.0,783.0,742.0,1723.0,494.0,1664.0,9.0,10003.0,150045.0,1500.45,4500.0,medium,ORD-20260625-H0897,On-Time,O.N.E,Internal
SUP-013,173.0,733.0,3919.0,449.0,2276.0,241.0,918.0,3392.0,4.0,14281.0,114248.0,1142.48,2800.0,Medium,ORD-20260625-H0898,On-Time,Wanhai,Internal
SUP-014,707.0,519.0,3428.0,495.0,900.0,2428.0,1468.0,2234.0,1.0,10413.0,124956.0,1249.56,10000.0,High,ORD-20260625-H0899,On-Time,DHL,Internal
SUP-001,1350.0,881.0,2571.0,144.0,554.0,1807.0,1361.0,3790.0,5.0,13550.0,94850.0,948.5,2800.0,Low,ORD-20260625-H0900,On-Time,Wanhai,Both
SUP-002,871.0,,3091.0,542.0,1709.0,401.0,610.0,702.0,4.0,2525.0,22725.0,227.25,1500.0,Medium,ORD-20260625-H0901,On-Time,Gemadept,Outsource
SUP-001,1467.0,,3956.0,501.0,975.0,2544.0,1335.0,688.0,3.0,2570.0,25700.0,257.0,4500.0,Critical,ORD-20260625-H0902,On-Time,ONE,Outsource
SUP-015,713.0,65.0,4425.0,336.0,2718.0,417.0,106.0,4037.0,7.0,10309.0,82472.0,824.72,4500.0,High,ORD-20260625-H0903,On-Time,ONE,Outsource
SUP-004,409.0,108.0,294.0,141.0,1195.0,1910.0,55.0,1626.0,9.0,12082.0,120820.0,1208.2,4500.0,Critical,ORD-20260625-H0904,On-Time,ONE,Internal
SUP-009,672.0,717.0,2874.0,566.0,1113.0,957.0,994.0,1799.0,4.0,12327.0,86289.0,862.89,4500.0,Medium,ORD-20260625-H0905,On-Time,ONE,Internal
SUP-013,1130.0,394.0,2155.0,600.0,1210.0,2820.0,628.0,2034.0,6.0,9957.0,129441.0,1294.41,4500.0,Medium,ORD-20260625-H0906,On-Time,ONE,Both
SUP-008,1324.0,720.0,993.0,332.0,2548.0,776.0,964.0,4960.0,1.0,5125.0,51250.0,512.5,4500.0,Low,ORD-20260625-H0907,On-Time,ONE,Internal
SUP-001,968.0,265.0,2034.0,506.0,561.0,478.0,211.0,1240.0,1.0,3489.0,45357.0,453.57,1500.0,medium,ORD-20260625-H0908,On-Time,Gemadept,Internal
SUP-008,1223.0,577.0,2316.0,670.0,2236.0,316.0,1370.0,238.0,3.0,9761.0,78088.0,780.88,10000.0,Low,ORD-20260625-H0909,On-Time,DHL,Internal
SUP-002,501.0,276.0,4306.0,31.0,2970.0,2996.0,824.0,2912.0,5.0,6524.0,45668.0,456.68,4500.0,Medium,ORD-20260625-H0910,On-Time,ONE,Internal
SUP-011,1235.0,371.0,3525.0,144.0,2153.0,2062.0,106.0,3114.0,6.0,9045.0,126630.0,1266.3,4500.0,Low,ORD-20260625-H0911,On-Time,ONE,Internal
SUP-005,169.0,940.0,3119.0,830.0,1044.0,967.0,577.0,238.0,9.0,2930.0,29300.0,293.0,4500.0,Medium,ORD-20260625-H0912,On-Time,ONE,Internal
SUP-014,631.0,592.0,2797.0,678.0,183.0,533.0,1132.0,386.0,9.0,2093.0,27209.0,272.09,10000.0,Critical,ORD-20260625-H0913,On-Time,DHL,Internal
SUP-015,1424.0,124.0,3405.0,96.0,1539.0,855.0,1239.0,949.0,10.0,10938.0,164070.0,1640.7,1500.0,High,ORD-20260625-H0914,On-Time,Gemadept,Internal
SUP-009,,356.0,1014.0,599.0,2768.0,1407.0,595.0,5257.0,1.0,14614.0,146140.0,1461.4,4500.0,Low,ORD-20260625-H0915,On-Time,ONE,Internal
SUP-009,1240.0,545.0,545.0,737.0,1235.0,1606.0,95.0,3031.0,2.0,9991.0,109901.0,1099.01,1500.0,Medium,ORD-20260625-H0916,On-Time,Gemadept,internel
SUP-001,563.0,320.0,2549.0,255.0,2319.0,2854.0,982.0,,8.0,9090.0,63630.0,636.3,4500.0,Medium,ORD-20260625-H0917,On-Time,ONE,Internal
SUP-013,713.0,96.0,562.0,590.0,798.0,1390.0,860.0,4757.0,5.0,8341.0,50046.0,500.46,10000.0,Low,ORD-20260625-H0918,On-Time,DHL,Internal
SUP-009,450.0,530.0,2643.0,789.0,1920.0,2039.0,96.0,868.0,3.0,6644.0,46508.0,465.08,10000.0,Critical,ORD-20260625-H0919,On-Time,DHL,Both
SUP-011,414.0,249.0,2465.0,273.0,2420.0,698.0,1463.0,5550.0,9.0,10648.0,74536.0,745.36,4500.0,Medium,ORD-20260625-H0920,On-Time,ONE,Outsource
SUP-006,1399.0,698.0,2388.0,923.0,629.0,335.0,301.0,2953.0,2.0,13249.0,185486.0,1854.86,10000.0,high,ORD-20260625-H0921,On-Time,DHL,Outsource
SUP-012,630.0,597.0,3205.0,425.0,418.0,1883.0,215.0,5569.0,7.0,5466.0,65592.0,655.92,2800.0,Medium,ORD-20260625-H0922,On-Time,Wanhai,Outsource
SUP-001,670.0,51.0,3481.0,262.0,1198.0,199.0,417.0,5073.0,10.0,14730.0,147300.0,1473.0,2800.0,Medium,ORD-20260625-H0923,Late,Wanhai,Both
SUP-007,,627.0,1184.0,480.0,2576.0,2886.0,1452.0,2249.0,8.0,14329.0,200606.0,2006.06,2800.0,High,ORD-20260625-H0924,Late,Wanhai,Both
SUP-003,296.0,77.0,1839.0,296.0,2994.0,2266.0,1390.0,3746.0,2.0,7609.0,98917.0,989.17,1500.0,Low,ORD-20260625-H0925,Late,Gemadept,Outsource
SUP-005,483.0,123.0,1027.0,488.0,348.0,1477.0,1205.0,4948.0,1.0,2512.0,37680.0,376.8,4500.0,Medium,ORD-20260625-H0926,On-Time,ONE,Outsource
SUP-004,1166.0,331.0,2930.0,239.0,486.0,2855.0,1462.0,381.0,3.0,4581.0,54972.0,549.72,4500.0,Medium,ORD-20260625-H0927,On-Time,ONE,Internal
SUP-014,,665.0,3731.0,244.0,2057.0,2235.0,631.0,3441.0,8.0,13738.0,137380.0,1373.8,4500.0,Critcal,ORD-20260625-H0928,On-Time,ONE,Internal
SUP-013,664.0,748.0,4651.0,944.0,1990.0,2183.0,621.0,5589.0,4.0,3009.0,39117.0,391.17,10000.0,Low,ORD-20260625-H0929,On-Time,DHL,Internal
SUP-012,992.0,86.0,3135.0,120.0,462.0,413.0,397.0,1176.0,5.0,8338.0,125070.0,1250.7,4500.0,Low,ORD-20260625-H0930,On-Time,ONE,Outsource
SUP-003,1012.0,997.0,4076.0,873.0,2215.0,650.0,894.0,2554.0,9.0,14053.0,140530.0,1405.3,4500.0,Critical,ORD-20260625-H0931,On-Time,ONE,Internal
SUP-003,673.0,709.0,326.0,653.0,2585.0,2574.0,667.0,,4.0,14811.0,148110.0,1481.1,2800.0,Medium,ORD-20260625-H0932,Late,Wanhai,Outsource
SUP-004,370.0,393.0,3377.0,749.0,1655.0,616.0,546.0,2296.0,9.0,13079.0,130790.0,1307.9,4500.0,Medium,ORD-20260625-H0933,On-Time,ONE,Internal
SUP-015,905.0,778.0,3256.0,526.0,1906.0,2111.0,745.0,1645.0,6.0,4790.0,33530.0,335.3,10000.0,High,ORD-20260625-H0934,On-Time,DHL,Internal
SUP-003,111.0,825.0,803.0,606.0,395.0,2800.0,560.0,1508.0,7.0,3405.0,47670.0,476.7,2800.0,Critical,ORD-20260625-H0935,On-Time,Wanhai,Internal
SUP-006,349.0,254.0,3649.0,350.0,2794.0,108.0,501.0,579.0,8.0,8016.0,120240.0,1202.4,2800.0,High,ORD-20260625-H0936,Late,Wanhai,Outsource
SUP-002,452.0,662.0,4346.0,256.0,2091.0,156.0,592.0,2055.0,10.0,1960.0,21560.0,215.6,1500.0,High,ORD-20260625-H0937,On-Time,Gemadept,internel
SUP-012,1004.0,131.0,3733.0,358.0,2180.0,2430.0,265.0,5086.0,10.0,10165.0,71155.0,711.55,10000.0,high,ORD-20260625-H0938,On-Time,DHL,internel
SUP-001,1376.0,408.0,3567.0,771.0,1497.0,560.0,519.0,4799.0,1.0,7066.0,42396.0,423.96,2800.0,Low,ORD-20260625-H0939,On-Time,Wanhai,Outsource
SUP-014,302.0,427.0,3568.0,525.0,131.0,1482.0,902.0,5079.0,9.0,13642.0,122778.0,1227.78,2800.0,Medium,ORD-20260625-H0940,On-Time,Wanhai,Outsource
SUP-009,527.0,73.0,3997.0,184.0,654.0,2111.0,353.0,755.0,2.0,2013.0,18117.0,181.17,10000.0,Medium,ORD-20260625-H0941,On-Time,DHL,Internal
SUP-007,,821.0,1992.0,865.0,404.0,2741.0,347.0,4867.0,3.0,13168.0,131680.0,1316.8,2800.0,High,ORD-20260625-H0942,On-Time,Wanhai,Internal
SUP-001,209.0,258.0,3061.0,688.0,892.0,1029.0,1419.0,,1.0,10690.0,96210.0,962.1,10000.0,Critical,ORD-20260625-H0943,On-Time,D.H.L,Outsource
SUP-008,1010.0,771.0,3676.0,742.0,1231.0,2212.0,335.0,308.0,10.0,14032.0,84192.0,841.92,2800.0,Medium,ORD-20260625-H0944,On-Time,Wanhai_Inc,Outsource
SUP-001,1239.0,314.0,3617.0,952.0,195.0,954.0,1061.0,264.0,3.0,5255.0,36785.0,367.85,2800.0,High,ORD-20260625-H0945,On-Time,Wanhai,Internal
SUP-001,254.0,131.0,1845.0,808.0,1189.0,2949.0,175.0,5417.0,2.0,7724.0,84964.0,849.64,2800.0,Low,ORD-20260625-H0946,On-Time,Wanhai,Internal
SUP-006,1340.0,107.0,1405.0,747.0,2668.0,1991.0,100.0,3400.0,7.0,3616.0,54240.0,542.4,10000.0,Medium,ORD-20260625-H0947,On-Time,DHL,Both
SUP-010,1211.0,759.0,3230.0,237.0,329.0,235.0,1492.0,2515.0,7.0,9893.0,138502.0,1385.02,1500.0,High,ORD-20260625-H0948,On-Time,Gemadept,Both
SUP-009,1441.0,495.0,3072.0,764.0,2880.0,861.0,1124.0,1632.0,6.0,3143.0,40859.0,408.59,1500.0,Low,ORD-20260625-H0949,On-Time,Gemadept_Port,Internal
SUP-011,907.0,323.0,3272.0,395.0,457.0,1109.0,520.0,2334.0,10.0,8838.0,106056.0,1060.56,1500.0,high,ORD-20260625-H0950,On-Time,Gemadept,Internal
SUP-013,809.0,324.0,2054.0,31.0,501.0,1729.0,1449.0,5920.0,4.0,9901.0,118812.0,1188.12,4500.0,Critical,ORD-20260625-H0951,On-Time,ONE,Internal
SUP-011,770.0,309.0,4221.0,451.0,889.0,2055.0,1438.0,4262.0,3.0,3100.0,18600.0,186.0,4500.0,high,ORD-20260625-H0952,On-Time,ONE,Outsource
SUP-015,1090.0,227.0,4862.0,102.0,198.0,2759.0,1305.0,4127.0,7.0,6431.0,64310.0,643.1,10000.0,Low,ORD-20260625-H0953,On-Time,DHL,Internal
SUP-003,117.0,887.0,2908.0,450.0,370.0,949.0,719.0,3665.0,3.0,8390.0,75510.0,755.1,10000.0,High,ORD-20260625-H0954,On-Time,DHL,Internal
SUP-015,182.0,922.0,3702.0,644.0,1898.0,2264.0,1379.0,2697.0,9.0,3859.0,38590.0,385.9,10000.0,high,ORD-20260625-H0955,On-Time,DHL,Internal
SUP-002,968.0,,1532.0,497.0,461.0,2926.0,487.0,,10.0,13603.0,149633.0,1496.33,2800.0,Critical,ORD-20260625-H0956,Late,Wanhai_Inc,Outsource
SUP-010,479.0,601.0,401.0,802.0,1287.0,2967.0,1324.0,940.0,8.0,12430.0,136730.0,1367.3,4500.0,Low,ORD-20260625-H0957,On-Time,ONE,Internal
SUP-015,357.0,389.0,3707.0,726.0,2675.0,2139.0,900.0,670.0,7.0,7150.0,107250.0,1072.5,2800.0,Medium,ORD-20260625-H0958,On-Time,Wanhai,Internal
SUP-011,699.0,239.0,4412.0,388.0,639.0,578.0,391.0,1865.0,2.0,9115.0,91150.0,911.5,2800.0,High,ORD-20260625-H0959,On-Time,Wanhai,Outsource
SUP-011,1247.0,250.0,774.0,672.0,1965.0,1410.0,1205.0,3915.0,10.0,11735.0,93880.0,938.8,1500.0,High,ORD-20260625-H0960,Late,Gemadept,Outsource
SUP-001,461.0,821.0,736.0,974.0,2742.0,635.0,798.0,4190.0,3.0,8664.0,69312.0,693.12,1500.0,high,ORD-20260625-H0961,Late,Gemadept,Outsource
SUP-006,146.0,838.0,1825.0,988.0,932.0,2641.0,573.0,5060.0,8.0,3812.0,49556.0,495.56,2800.0,Medium,ORD-20260625-H0962,On-Time,Wanhai,Internal
SUP-005,1227.0,892.0,2322.0,655.0,2544.0,2552.0,704.0,309.0,3.0,5702.0,74126.0,741.26,1500.0,Low,ORD-20260625-H0963,Late,Gemadept,Outsource
SUP-015,1315.0,368.0,585.0,160.0,1159.0,2243.0,555.0,4080.0,8.0,6932.0,90116.0,901.16,10000.0,High,ORD-20260625-H0964,On-Time,DHL,Outsource
SUP-014,1377.0,274.0,3481.0,739.0,2642.0,1620.0,448.0,4589.0,4.0,13063.0,156756.0,1567.56,10000.0,medium,ORD-20260625-H0965,On-Time,DHL,Both
SUP-010,1358.0,471.0,674.0,646.0,413.0,2401.0,955.0,,5.0,1680.0,16800.0,168.0,4500.0,Low,ORD-20260625-H0966,On-Time,ONE,Internal
SUP-013,1100.0,161.0,617.0,737.0,2637.0,513.0,1191.0,5631.0,9.0,6255.0,68805.0,688.05,2800.0,Medium,ORD-20260625-H0967,On-Time,Wanhai_Inc,Internal
SUP-007,1475.0,88.0,3800.0,475.0,1399.0,1756.0,110.0,5523.0,10.0,12859.0,141449.0,1414.49,2800.0,Medium,ORD-20260625-H0968,On-Time,Wanhai,Both
SUP-005,1433.0,108.0,1154.0,521.0,332.0,2731.0,1254.0,5747.0,2.0,8913.0,124782.0,1247.82,4500.0,High,ORD-20260625-H0969,On-Time,ONE,Internal
SUP-006,1133.0,890.0,1405.0,422.0,1739.0,1494.0,362.0,1159.0,3.0,1168.0,11680.0,116.8,1500.0,Medium,ORD-20260625-H0970,Late,Gemadept,Outsource
SUP-015,251.0,,4959.0,972.0,1129.0,2723.0,314.0,1759.0,1.0,9693.0,116316.0,1163.16,1500.0,Low,ORD-20260625-H0971,On-Time,Gemadept,Both
SUP-002,811.0,674.0,4320.0,307.0,2811.0,2390.0,1102.0,1316.0,8.0,6734.0,94276.0,942.76,10000.0,Critical,ORD-20260625-H0972,On-Time,DHL,Outsource
SUP-013,923.0,870.0,2190.0,374.0,343.0,738.0,1336.0,880.0,9.0,6065.0,84910.0,849.1,4500.0,Medium,ORD-20260625-H0973,On-Time,ONE,Outsource
SUP-001,630.0,718.0,3772.0,362.0,2388.0,2186.0,761.0,1251.0,10.0,7649.0,45894.0,458.94,1500.0,High,ORD-20260625-H0974,On-Time,Gemadept,Internal
SUP-006,419.0,542.0,4580.0,168.0,2705.0,2020.0,962.0,5718.0,9.0,12783.0,153396.0,1533.96,4500.0,High,ORD-20260625-H0975,On-Time,ONE,Internal
SUP-002,582.0,679.0,4358.0,229.0,2222.0,452.0,388.0,3973.0,3.0,14008.0,196112.0,1961.12,4500.0,Medium,ORD-20260625-H0976,On-Time,ONE,Outsource
SUP-003,1225.0,970.0,4957.0,131.0,2430.0,525.0,1495.0,4561.0,5.0,11291.0,1524285.0,1016.19,4500.0,High,ORD-20260625-H0977,On-Time,ONE,Outsource
SUP-012,1175.0,823.0,2913.0,673.0,1658.0,609.0,138.0,5191.0,9.0,9037.0,72296.0,722.96,4500.0,low,ORD-20260625-H0978,On-Time,ONE,Internal
SUP-001,948.0,869.0,2403.0,995.0,186.0,239.0,381.0,4580.0,5.0,2203.0,13218.0,132.18,2800.0,Medium,ORD-20260625-H0979,On-Time,Wanhai,Internal
SUP-008,656.0,929.0,3320.0,555.0,980.0,351.0,201.0,2150.0,1.0,2266.0,27192.0,271.92,10000.0,Medium,ORD-20260625-H0980,On-Time,DHL,Internal
SUP-007,922.0,461.0,1166.0,68.0,1272.0,768.0,757.0,4894.0,1.0,14004.0,182052.0,1820.52,1500.0,High,ORD-20260625-H0981,Late,Gemadept,Outsource
SUP-010,1302.0,57.0,3632.0,819.0,259.0,416.0,175.0,5838.0,4.0,3596.0,50344.0,503.44,1500.0,Critical,ORD-20260625-H0982,On-Time,Gemadept,Internal
SUP-008,1198.0,876.0,888.0,350.0,2593.0,2567.0,1116.0,4962.0,7.0,2827.0,22616.0,226.16,2800.0,High,ORD-20260625-H0983,On-Time,Wanhai,Internal
SUP-015,819.0,227.0,4443.0,384.0,2229.0,2896.0,470.0,2128.0,7.0,2684.0,322080.0,214.72,1500.0,Low,ORD-20260625-H0984,On-Time,Gemadept,Internal
SUP-005,883.0,229.0,3901.0,30.0,2329.0,2109.0,302.0,2267.0,7.0,6035.0,36210.0,362.1,10000.0,Low,ORD-20260625-H0985,On-Time,DHL,outsourced
SUP-006,1048.0,532.0,541.0,207.0,1649.0,1152.0,1048.0,4035.0,6.0,11158.0,111580.0,1115.8,4500.0,Medium,ORD-20260625-H0986,On-Time,ONE,internel
SUP-003,987.0,379.0,1924.0,528.0,577.0,640.0,342.0,2108.0,1.0,11845.0,153985.0,1539.85,10000.0,Low,ORD-20260625-H0987,On-Time,DHL,Internal
SUP-015,285.0,596.0,4622.0,599.0,2330.0,1223.0,1290.0,1571.0,3.0,13690.0,164280.0,1642.8,1500.0,Critical,ORD-20260625-H0988,On-Time,Gemadept,Internal
SUP-007,211.0,20.0,1992.0,464.0,1679.0,1443.0,218.0,4345.0,5.0,13540.0,162480.0,1624.8,1500.0,Medium,ORD-20260625-H0989,On-Time,Gemadept,Outsource
SUP-004,603.0,774.0,1959.0,109.0,2321.0,669.0,783.0,2314.0,4.0,5839.0,52551.0,525.51,4500.0,Medium,ORD-20260625-H0990,On-Time,ONE,Internal
SUP-002,837.0,1000.0,3412.0,641.0,2161.0,822.0,1458.0,3160.0,4.0,5686.0,34116.0,341.16,4500.0,Low,ORD-20260625-H0991,On-Time,ONE,Internal
SUP-007,1426.0,400.0,1189.0,920.0,2060.0,1100.0,65.0,3370.0,9.0,4735.0,56820.0,568.2,4500.0,Medium,ORD-20260625-H0992,On-Time,ONE,internel
SUP-006,1141.0,847.0,2462.0,695.0,2220.0,2336.0,86.0,4956.0,7.0,6993.0,55944.0,559.44,4500.0,Low,ORD-20260625-H0993,On-Time,ONE,Internal
SUP-001,1246.0,556.0,2682.0,467.0,2661.0,549.0,1494.0,2192.0,9.0,13236.0,132360.0,1323.6,4500.0,Low,ORD-20260625-H0994,On-Time,ONE,Outsource
SUP-009,608.0,878.0,1151.0,737.0,1845.0,2241.0,345.0,3431.0,7.0,14143.0,198002.0,1980.02,2800.0,Medium,ORD-20260625-H0995,On-Time,Wanhai,Internal
SUP-011,310.0,413.0,922.0,51.0,701.0,2430.0,484.0,4323.0,10.0,7834.0,62672.0,626.72,10000.0,Critical,ORD-20260625-H0996,On-Time,DHL,both_mills
SUP-009,266.0,69.0,3589.0,346.0,2490.0,2717.0,369.0,2713.0,3.0,12520.0,87640.0,876.4,10000.0,Medium,ORD-20260625-H0997,On-Time,DHL,Outsource
SUP-010,1197.0,415.0,2279.0,93.0,1519.0,124.0,583.0,2061.0,10.0,3154.0,,473.1,4500.0,Critical,ORD-20260625-H0998,On-Time,ONE,outsourced
SUP-003,854.0,879.0,2917.0,270.0,2018.0,1939.0,1372.0,1421.0,4.0,7929.0,103077.0,1030.77,10000.0,Low,ORD-20260625-H0999,On-Time,DHL,Internal
SUP-015,1235.0,772.0,2532.0,469.0,432.0,359.0,623.0,5528.0,9.0,5722.0,40054.0,400.54,2800.0,Medium,ORD-20260625-H1000,On-Time,Wanhai,Internal
SUP-012,,51.0,3576.0,925.0,454.0,2113.0,972.0,5756.0,1.0,9913.0,109043.0,1090.43,10000.0,Medium,ORD-20260625-H1001,On-Time,DHL,Outsource
SUP-014,451.0,564.0,4724.0,374.0,946.0,2027.0,1089.0,2513.0,3.0,11162.0,122782.0,1227.82,4500.0,Medium,ORD-20260625-H1002,On-Time,ONE,Internal
SUP-010,,731.0,1700.0,552.0,262.0,2644.0,1030.0,969.0,4.0,8974.0,62818.0,628.18,2800.0,Medium,ORD-20260625-H1003,On-Time,Wanhai,Internal
SUP-001,255.0,253.0,485.0,315.0,215.0,1336.0,444.0,3762.0,4.0,10188.0,101880.0,1018.8,4500.0,Medium,ORD-20260625-H1004,On-Time,ONE,Internal
SUP-012,1113.0,45.0,3695.0,317.0,1202.0,2262.0,326.0,1632.0,7.0,8149.0,,488.94,1500.0,Medium,ORD-20260625-H1005,On-Time,Gemadept,Internal
SUP-007,1346.0,573.0,2265.0,347.0,1570.0,551.0,698.0,2157.0,4.0,2210.0,26520.0,265.2,2800.0,Medium,ORD-20260625-H1006,On-Time,Wanhai,Internal
SUP-004,916.0,453.0,968.0,321.0,2006.0,799.0,332.0,2504.0,10.0,5362.0,37534.0,375.34,4500.0,Critical,ORD-20260625-H1007,On-Time,ONE,Internal
SUP-014,142.0,80.0,3257.0,531.0,1146.0,2919.0,1048.0,1559.0,8.0,13443.0,188202.0,1882.02,10000.0,High,ORD-20260625-H1008,On-Time,DHL,Internal
SUP-003,1115.0,572.0,4489.0,357.0,2938.0,1651.0,135.0,5153.0,1.0,6770.0,40620.0,406.2,1500.0,low,ORD-20260625-H1009,On-Time,Gemadept,Outsource
SUP-008,,,2361.0,604.0,642.0,1782.0,256.0,1456.0,3.0,13212.0,118908.0,1189.08,4500.0,Critical,ORD-20260625-H1010,On-Time,ONE,Outsource
SUP-009,,149.0,3493.0,393.0,513.0,484.0,612.0,272.0,10.0,8007.0,88077.0,880.77,4500.0,medium,ORD-20260625-H1011,On-Time,ONE,Internal
SUP-013,1401.0,886.0,1146.0,572.0,781.0,712.0,526.0,5332.0,10.0,4233.0,33864.0,338.64,1500.0,Low,ORD-20260625-H1012,Late,Gemadept,Outsource
SUP-008,114.0,373.0,3535.0,113.0,741.0,1541.0,641.0,5824.0,6.0,5792.0,,637.12,10000.0,high,ORD-20260625-H1013,On-Time,DHL,Both
SUP-004,414.0,217.0,4350.0,151.0,1532.0,2366.0,180.0,5320.0,3.0,12624.0,113616.0,1136.16,4500.0,Medium,ORD-20260625-H1014,On-Time,ONE,outsourced
SUP-007,870.0,818.0,1681.0,630.0,768.0,656.0,449.0,1382.0,8.0,3047.0,21329.0,213.29,2800.0,Critical,ORD-20260625-H1015,Late,Wanhai,Outsource
SUP-012,1097.0,682.0,2101.0,929.0,2169.0,449.0,185.0,5828.0,7.0,9448.0,141720.0,1417.2,1500.0,Medium,ORD-20260625-H1016,On-Time,Gemadept,Internal
SUP-002,589.0,735.0,3651.0,929.0,1068.0,489.0,1419.0,682.0,5.0,2166.0,21660.0,216.6,1500.0,Medium,ORD-20260625-H1017,Late,Gemadept,Both
